node_i,node_j,intensity,competition
21348,5430543,0.46716880815241474,0.0
3742,3562,1.0079170874842547,0.0
7662.0,6427.0,738.9540229885057,1.0
842201,879631,3.5214723926380365,0.0
833971.0,21463.0,597.842105263158,1.0
21137,865754,0.37414965986394555,0.0
3741,807025,0.6578017868273427,0.0
6628178.0,3519.0,629.9073482428115,1.0
847291,6627907,1.2632582035134239,0.0
6665.0,3557.0,457.85342789598104,1.0
5426597.0,3502.0,537.8883720930232,1.0
5503971.0,4430.0,440.3403614457832,1.0
4246,103581,1.0116563354252492,0.0
5108.0,3499.0,514.1674641148326,1.0
26931092.0,10124.0,2562.8650793650795,1.0
71708308.0,3553.0,708.0961538461538,1.0
34934576.0,6627768.0,550.8783783783783,1.0
865205,5423074,1.118942731277533,0.0
63205532.0,10124.0,550.5652173913041,1.0
6628000.0,3498.0,505.8220802919708,1.0
21633,826503,2.436278279169533,0.0
7641.0,3503.0,1169.846153846154,1.0
4875,15278262,0.5215098220059579,0.0
3532,21139,1.9206625491297022,0.0
6418617.0,3526.0,530.047619047619,1.0
7320.0,3741.0,523.3944020356234,1.0
34886396,6917,1.6098654708520181,0.0
3899,6729,0.23209393346379648,0.0
7918497.0,10124.0,713.0250626566416,1.0
22081.0,3557.0,477.096551724138,1.0
4875,836017,2.518128041217441,0.0
6628000,7651,1.8649635036496348,0.0
3912,6628117,0.7040336173799046,0.0
4250,9482741,0.21128941441441443,0.0
849539,844627,0.1460509820309235,0.0
788781.0,6427.0,743.8085106382978,1.0
809898,863136,1.5204498977505114,0.0
5426799,7918497,0.5683927699071811,0.0
824349.0,21098.0,1168.21,1.0
5430851.0,3557.0,662.6542553191489,1.0
7731162,7918353,0.11878133060787466,0.0
7032224,781309,3.2436412315930387,0.0
5504229.0,3503.0,988.8756756756759,1.0
3560,6627892,1.039241622574956,0.0
33531812,11926,0.30136986301369856,0.0
16511256.0,10124.0,607.1214953271028,1.0
7330,833443,0.8299516908212561,0.0
22071,14291767,0.6679633867276887,0.0
5426874.0,3499.0,1146.3928571428569,1.0
23101787,6391,4.065839694656489,0.0
4269,780946,1.1980066696983478,0.0
865110,7032096,2.550847457627119,0.0
5204,848102,3.3729944519418207,0.0
6941.0,6427.0,521.589928057554,1.0
4801,5426597,0.49621212121212116,0.0
7689439.0,21463.0,983.5500000000001,1.0
15301539.0,3519.0,754.7857142857142,1.0
863136,7733042,0.8168273444347065,0.0
6932.0,3474.0,630.8843537414966,1.0
33534332.0,3746.0,668.9579831932773,1.0
6628259.0,3474.0,925.9684542586751,1.0
788781.0,3742.0,452.3297872340425,1.0
6627888,780946,0.9157509157509157,0.0
33531152,6627766,0.3274587833996589,0.0
26931092.0,21463.0,2197.0158730158732,1.0
7031508.0,3746.0,714.3073170731707,1.0
4239,5929,0.6947753422786712,0.0
22741,852926,8.751056834194456,0.0
834363,5430565,1.1524915145850754,0.0
11789.0,3502.0,505.5214285714286,1.0
24591.0,3783.0,447.985401459854,1.0
34081148.0,10123.0,588.0742857142858,1.0
22053,21133,0.3928571428571429,0.0
898761,3955,4.344155844155844,0.0
6628067.0,3472.0,469.5736434108527,1.0
26931092.0,3912.0,480.6031746031746,1.0
6776950,873115,1.3856209150326797,0.0
33537784,851364,0.11616161616161616,0.0
33531320,7923808,1.1395572666025022,0.0
874974,863136,3.643705463182898,0.0
11926,21320,1.7833333333333332,0.0
781598,73859752,0.21604938271604937,0.0
26931092.0,4875.0,948.0158730158727,1.0
7918497.0,3745.0,494.13283208020044,1.0
5503971.0,6625756.0,605.0225903614457,1.0
5430565,6628286,0.773134328358209,0.0
6627983,6628103,0.2332155477031802,0.0
7662.0,21463.0,505.71264367816093,1.0
22323559.0,3741.0,1191.7393617021278,1.0
6795880,5431369,1.6595289079229123,0.0
3770,7256,0.5936731500111782,0.0
7687582,5430637,0.37944664031620556,0.0
865110,5432381,1.2372881355932204,0.0
4002,6911,0.5783725007212125,0.0
3949,6606,0.5591930171409819,0.0
24591.0,3812.0,573.3284671532846,1.0
7648.0,3936.0,711.8363636363637,1.0
33531716.0,3503.0,619.2074829931972,1.0
7445094,16511256,0.6265060240963857,0.0
33531080.0,6427.0,540.2006802721088,1.0
9482741,7330,1.1884057971014492,0.0
33543028,33531152,1.9513358778625955,0.0
868580.0,3936.0,658.6431535269709,1.0
5503560,5426840,1.1763440860215053,0.0
4836,6635,2.5488165680473367,0.0
5426597,3950,5.511627906976745,0.0
9482741.0,3746.0,739.7971014492755,1.0
3481,33531168,1.0385366912722538,0.0
7030104.0,3498.0,517.2727272727273,1.0
5503560,7915395,1.096236559139785,0.0
33531320.0,3498.0,604.4850818094321,1.0
879631,3559,16.371225937183386,0.0
6932.0,3812.0,530.4512471655329,1.0
6927.0,6427.0,493.1728624535316,1.0
826499,7260,0.7654945407835582,0.0
865205,22126,5.641336270190895,0.0
3499,6910,1.5952530807064724,0.0
3527,834709,0.8559947511959147,0.0
14291767.0,3742.0,615.7097505668934,1.0
832880.0,3511.0,1545.463878326996,1.0
6929626.0,3511.0,1669.7227272727273,1.0
788781.0,10160.0,593.6489361702127,1.0
6952808,5426565,1.8409090909090908,0.0
6627967,5476,6.000000000000001,0.0
7321.0,3498.0,562.375,1.0
7687582.0,6625756.0,693.0237154150196,1.0
34021564,66511136,0.583739837398374,0.0
815914.0,3562.0,585.2035714285714,1.0
4106,5426830,9.949806949806948,0.0
6627823,4807,4.6365718325878795,0.0
809032,33539280,0.9809782608695654,0.0
830065,7640,1.28370822622108,0.0
6627851,6628117,0.5979880774962743,0.0
6386,852926,12.879629629629628,0.0
4061,7031975,0.7990757855822551,0.0
800114,4860,3.243478260869565,0.0
3537,15278262,1.111720356408499,0.0
6100366,3741,10.330142637962874,0.0
5198,862884,12.48291663858751,0.0
790418.0,3506.0,540.9754601226994,1.0
5430566,6627870,1.095569070373588,0.0
21315,5113,0.9478189300411524,0.0
837590.0,3519.0,492.0026178010471,1.0
7689422,9807685,0.47368421052631576,0.0
16680208.0,3526.0,552.3461538461538,1.0
34886288.0,3553.0,546.4739884393063,1.0
851364.0,10220.0,1181.7833333333333,1.0
807017.0,3745.0,632.6538461538462,1.0
6627769,6627844,0.7048443274454487,0.0
834480,844627,0.293940696175333,0.0
5110.0,34665.0,606.6155988857938,1.0
3859,21303,3.3825644841269837,0.0
5204,18697516,0.3899385215174689,0.0
865110.0,21098.0,554.8347457627119,1.0
826503,21242,1.2219198416625434,0.0
873705,862878,0.44663677130044843,0.0
33531232.0,21463.0,518.1678321678322,1.0
14291767,836157,0.40136054421768713,0.0
33537244,7646167,1.6363636363636362,0.0
851364.0,21100.0,858.75,1.0
807017.0,3519.0,496.8592657342658,1.0
15278262.0,3812.0,642.9490196078432,1.0
22088,873115,1.7649769585253456,0.0
5174,21933,2.2655727742327563,0.0
833443.0,3498.0,930.5216494845362,1.0
799037,4127,1.3020961221739782,0.0
851364.0,6427.0,1323.6999999999998,1.0
3567,6627876,18.835962441314553,0.0
6628185,24591,0.534351145038168,0.0
4261,790602,0.337802736066101,0.0
824349.0,3474.0,717.7583333333333,1.0
3519,818305,0.20947565863159365,0.0
7733252.0,3503.0,658.6153846153845,1.0
7311,6627819,0.5156421514818882,0.0
5503584.0,3502.0,469.0788091068302,1.0
799925.0,3474.0,577.0060606060606,1.0
5426597.0,3557.0,575.2837209302326,1.0
7445094,851657,18.850602409638554,0.0
5108,851364,0.15311004784688997,0.0
845899.0,3783.0,786.425,1.0
6627897,3472,9.279563685571478,0.0
5426565,6923,7.785064239828693,0.0
815914.0,3503.0,798.4535714285714,1.0
807017,9081178,0.9790209790209791,0.0
15301539.0,3506.0,457.7291666666667,1.0
834826.0,3557.0,759.3295454545455,1.0
874514.0,3498.0,722.5828282828284,1.0
21324,3984,8.190521613136923,0.0
7646167.0,3511.0,576.7846347607053,1.0
7321.0,3519.0,1127.7692307692305,1.0
22088.0,6625756.0,497.9539170506912,1.0
71708308.0,6427.0,1527.3076923076922,1.0
4036,7740716,0.37078517812462763,0.0
862596.0,3741.0,527.2080924855491,1.0
7728927.0,10123.0,1202.4311926605506,1.0
16680208.0,10160.0,1811.5769230769233,1.0
834905,802074,1.458333333333333,0.0
782832.0,21463.0,658.1994301994303,1.0
7648.0,3503.0,1338.521212121212,1.0
6418617,33531812,0.14761904761904765,0.0
7648.0,3812.0,585.5666666666666,1.0
865493.0,3511.0,587.4562211981566,1.0
7320.0,3472.0,545.2290076335878,1.0
5430566,21460,16.505461089735633,0.0
6386,834905,0.23677248677248675,0.0
110114.0,6427.0,680.1772727272727,1.0
4154,6628103,0.3004422625219544,0.0
865110.0,3516.0,834.7796610169491,1.0
860674.0,3742.0,923.6240875912407,1.0
7031508,863136,2.6000000000000005,0.0
3859,6627824,0.6551339285714285,0.0
5426260.0,3503.0,440.91153846153844,1.0
10127,34312784,0.2822531798909752,0.0
6627823,7665,0.3687923640890856,0.0
6628216,34886144,0.7457627118644068,0.0
7320.0,3745.0,457.08396946564886,1.0
7689439.0,6627764.0,641.9318181818182,1.0
4274,3956,1.8958070037914543,0.0
3998,15278262,0.3212211312404923,0.0
6627892.0,3812.0,468.8195329087049,1.0
6919.0,3741.0,1047.0746268656717,1.0
5426260.0,3499.0,510.3961538461539,1.0
837590,22741,7.722513089005235,0.0
5426597.0,10124.0,1116.7348837209302,1.0
836017,6627935,0.614047791455467,0.0
7032224.0,3519.0,507.3212851405623,1.0
7662.0,10220.0,707.7413793103448,1.0
4052,5156,11.129368421052632,0.0
5504229.0,6627764.0,548.4864864864866,1.0
3956,7321,0.11847332576617481,0.0
7428784,6627824,1.320402298850575,0.0
21647,6646188,0.8298862461220269,0.0
103581,7049157,3.9427336574824423,0.0
21139,21242,1.5809963264940414,0.0
6628259.0,21463.0,487.45425867507885,1.0
7336.0,3506.0,447.57587548638134,1.0
849699.0,3746.0,659.0094909404659,1.0
11789.0,77946.0,453.4928571428572,1.0
6627858,7032079,4.790234800186596,0.0
4060,3955,2.910331905781584,0.0
781598,5426799,9.746913580246913,0.0
896172,5849,0.7442270686337396,0.0
7733252.0,10220.0,662.9450549450551,1.0
5430429,5858,0.6641760491299897,0.0
4248,6628340,0.11348430262480699,0.0
852356,6627876,6.791567916162838,0.0
6776950.0,3503.0,550.8496732026143,1.0
6725809,3478,0.3960221000330299,0.0
34886288.0,10123.0,1461.4566473988439,1.0
7030104.0,3553.0,460.3701298701299,1.0
5499,11786,1.6291079812206575,0.0
6628103.0,10124.0,527.479674796748,1.0
7445094,7320,0.43855421686746976,0.0
815914,833133,1.65,0.0
7689454.0,3745.0,522.2868852459017,1.0
34886288.0,3502.0,552.3872832369941,1.0
4002,21133,1.371590883873688,0.0
3912,6646186,0.44758404344976127,0.0
5430637.0,3506.0,605.0398773006135,1.0
819005.0,3506.0,911.5084745762713,1.0
3984,6931235,0.2796014875350076,0.0
4135,18697516,0.29763857002295835,0.0
5426874.0,3553.0,1182.2380952380952,1.0
6776950.0,3746.0,711.0849673202614,1.0
6627766.0,3812.0,604.9084967320263,1.0
21242,22094,2.2671480144404335,0.0
11598,3950,4.90625,0.0
6627932,6627977,0.8132710495079835,0.0
6796690,7730451,0.9915756630265211,0.0
7256,5849,2.639344262295082,0.0
6100366,21139,2.0628119475146427,0.0
26931092.0,3936.0,2228.666666666667,1.0
862878.0,3506.0,608.7974683544304,1.0
33532072,34660,1.4947368421052634,0.0
77946,6427,1.3290345561802241,0.0
868580,847291,5.526970954356846,0.0
8474704.0,10124.0,453.9911504424779,1.0
7689439.0,3746.0,1331.9181818181817,1.0
6919.0,21642.0,573.820895522388,1.0
6929625.0,3506.0,933.6,1.0
34664,790602,0.27972027972027974,0.0
826503,5426830,7.781296387926768,0.0
836017,7049157,3.9761042722664732,0.0
10123,6013334,0.5169347914135277,0.0
33532072,868580,0.4421052631578946,0.0
6628203.0,6627764.0,676.8802395209581,1.0
4246,3936,5.386109915802459,0.0
7687582.0,21463.0,510.0869565217392,1.0
7689454,836157,0.20081967213114757,0.0
6628259.0,3511.0,759.4227129337539,1.0
799925,33540188,0.19393939393939397,0.0
22323559.0,6427.0,456.5141843971631,1.0
4060,883541,0.6059957173447537,0.0
6627924,3559,2.073420898891512,0.0
7730451,811812,0.7967032967032966,0.0
4251,3889,1.9515177065767286,0.0
4106,3859,12.00965250965251,0.0
6776950.0,3741.0,818.9019607843138,1.0
6929626,6628423,4.590909090909091,0.0
807017.0,3936.0,857.7482517482517,1.0
6941.0,3511.0,533.2517985611511,1.0
6929626.0,5428430.0,509.7136363636363,1.0
4801.0,3503.0,634.6818181818182,1.0
7030104.0,10160.0,466.11363636363643,1.0
18697516.0,3511.0,626.890625,1.0
819005,5504229,0.5706214689265537,0.0
6627867,9082640,0.1365725541694025,0.0
6776950.0,3498.0,464.9891067538126,1.0
790418.0,10123.0,990.8098159509206,1.0
26931092.0,3527.0,1956.9047619047615,1.0
21307.0,3557.0,720.7385444743935,1.0
6628203.0,3516.0,455.40119760479047,1.0
34886288.0,3474.0,489.3622350674373,1.0
6691385,24591,0.1312314739962274,0.0
3539,33531320,2.0593525179856114,0.0
9946320,6795880,1.3768920282542887,0.0
5426799,5432381,0.21568148510014656,0.0
7032132.0,10220.0,752.504835589942,1.0
7728927.0,21098.0,698.3990825688073,1.0
71708308.0,3741.0,1335.076923076923,1.0
7690583,6627907,1.1681020733652312,0.0
93246.0,3506.0,1132.6848874598068,1.0
7648.0,6427.0,604.6181818181817,1.0
11789.0,21098.0,712.3,1.0
18697516,63205532,0.8828125,0.0
833971.0,3511.0,441.6654135338346,1.0
837556.0,10123.0,1066.8595041322315,1.0
788781.0,3503.0,764.3936170212767,1.0
26931092.0,3741.0,3382.253968253968,1.0
3511,5847,0.5043164879467794,0.0
6446.0,21642.0,1017.5849056603774,1.0
6628169,865205,2.064356435643565,0.0
6929624.0,3511.0,939.11,1.0
7639,6628097,0.41954022988505746,0.0
33540136.0,3741.0,767.352564102564,1.0
3478,800114,0.3003302554424749,0.0
16680208,5426260,1.3846153846153846,0.0
6625751,866169,0.9033687943262412,0.0
18697516.0,3519.0,693.5703125,1.0
843720,837592,0.6053830227743271,0.0
11790,6628367,2.6560693641618496,0.0
6627853,6903643,8.532955164276636,0.0
6628213.0,34665.0,481.3507462686567,1.0
828167,6627870,1.891304347826087,0.0
13768664,6628423,5.384615384615384,0.0
6627868,5156,9.961962948364208,0.0
21715,847291,1.101937275909471,0.0
34934576.0,3741.0,3008.027027027027,1.0
807025.0,10160.0,587.9381443298968,1.0
5485731,7260,2.1918665276329508,0.0
865493.0,3498.0,788.7972350230414,1.0
6628203,33531080,0.4550898203592814,0.0
34886144,6729,0.11325966850828728,0.0
7926140,6627853,6.073426573426573,0.0
834480,6386,2.1635152556940267,0.0
7032079.0,21463.0,602.6505928853755,1.0
21315,3497,0.7753199386750586,0.0
3503,4267,2.573906796601699,0.0
785786.0,21098.0,651.315789473684,1.0
34934576.0,3562.0,895.0990990990991,1.0
33531168,778045,0.3041749502982107,0.0
21715,6628031,1.4429658602950557,0.0
66511136.0,3527.0,1779.1354581673306,1.0
22071,6628354,0.12906178489702522,0.0
874514,7032132,1.1636363636363638,0.0
6628286,7927201,0.5718475073313782,0.0
6628018,4252,0.7987307343608342,0.0
3747,34307952,2.768488745980707,0.0
5430543.0,3742.0,1317.2023809523814,1.0
34664.0,6903683.0,465.74825174825185,1.0
6929626.0,3526.0,449.0090909090908,1.0
34934576.0,21715.0,459.75675675675683,1.0
788781.0,10124.0,813.7553191489361,1.0
3526,6627806,2.36018913534825,0.0
6809544,5426840,2.4151779717931494,0.0
7740716,6628354,0.17365269461077845,0.0
11789.0,10220.0,931.5928571428573,1.0
5195,8474704,0.3324829715043751,0.0
7648.0,3499.0,533.3333333333333,1.0
33537784.0,3741.0,574.6565656565657,1.0
860674.0,77946.0,521.029197080292,1.0
6917.0,3936.0,673.8251057827927,1.0
6625884,3539,0.5282451533424106,0.0
33536968.0,3519.0,820.2597402597404,1.0
6627771,6627775,0.3451023848170808,0.0
22081.0,3498.0,537.3413793103448,1.0
4807,865754,0.20439262472885034,0.0
34312784.0,10124.0,490.07142857142867,1.0
834480,9082640,0.19681993983669963,0.0
5929,7733252,0.22833973538198887,0.0
93246.0,3557.0,2233.7138263665593,1.0
6929585,21933,0.826242650988776,0.0
5430637.0,3526.0,487.4110429447853,1.0
4044.0,3498.0,1524.9999999999998,1.0
18697516.0,3557.0,780.8671875,1.0
807025.0,3526.0,456.92783505154637,1.0
9807685,6627813,4.982758620689656,0.0
4252.0,3557.0,486.3933588761175,1.0
6095191,843381,0.9624807593637763,0.0
3520,6446,0.4376985527709142,0.0
6628031.0,3498.0,724.4676145339654,1.0
6627929,4815,2.79022536687631,0.0
16680208.0,3553.0,888.5384615384617,1.0
33536968.0,3741.0,616.6493506493507,1.0
34664.0,21463.0,842.5104895104896,1.0
6628097.0,10124.0,620.0518867924528,1.0
873704,826503,4.131832797427654,0.0
7030104.0,3746.0,766.1558441558441,1.0
822964,33539280,0.4885496183206108,0.0
5426827,853575,1.4561682573347474,0.0
33531080.0,3502.0,807.408163265306,1.0
4836,7662,0.5347633136094675,0.0
6952718,33536968,0.23870967741935484,0.0
7728927,3817,6.298165137614679,0.0
5426874.0,3563.0,459.83333333333337,1.0
3751,6627949,2.10062893081761,0.0
33531168.0,10123.0,681.7793240556659,1.0
790602,34886288,0.2981366459627329,0.0
809898,3817,6.835378323108386,0.0
6929625.0,3472.0,609.5470588235293,1.0
5426874.0,3742.0,2118.714285714286,1.0
875922.0,10124.0,542.4444444444443,1.0
6627775.0,3472.0,554.3981373690337,1.0
3482,9890706,0.4134615384615385,0.0
33540188.0,3745.0,477.46195652173907,1.0
834605,6681,0.20105680317040947,0.0
33531320,5085,5.09720885466795,0.0
6628000,7032049,0.36131386861313863,0.0
836017,6627948,12.545860487569392,0.0
808454.0,3746.0,490.7999999999999,1.0
7030104.0,3527.0,543.2012987012987,1.0
33531032,33543132,0.3904482158398607,0.0
33531080.0,3474.0,1150.0102040816325,1.0
3889,781598,0.37500000000000006,0.0
5430543,33535788,1.2738095238095237,0.0
33537784.0,6625756.0,595.2929292929292,1.0
7915395,7740716,0.9357142857142857,0.0
16680208.0,3986.0,508.1153846153846,1.0
818305,851658,4.971962616822429,0.0
33531232.0,3519.0,617.1538461538461,1.0
7896363,8474704,0.21897810218978103,0.0
33537784.0,3557.0,839.9242424242425,1.0
34081148,3537,3.7171428571428575,0.0
4129,6627897,1.6656676404880564,0.0
860674.0,21100.0,771.6277372262773,1.0
15301539.0,3562.0,519.6636904761905,1.0
26931092.0,3516.0,2495.825396825397,1.0
862878.0,3503.0,1003.7025316455697,1.0
104985,863136,1.2685185185185184,0.0
6941.0,3519.0,573.9064748201439,1.0
6627766.0,21098.0,456.00000000000006,1.0
7256.0,3516.0,949.5286885245902,1.0
6952718,834905,0.3139784946236559,0.0
34886288.0,3516.0,692.2138728323699,1.0
7642,33531148,1.9482120838471024,0.0
11926.0,3466.0,475.15555555555557,1.0
7915395.0,3812.0,923.5857142857144,1.0
16680208.0,3741.0,1745.2307692307693,1.0
11788.0,3812.0,537.6470588235294,1.0
33535788.0,3562.0,577.5984848484849,1.0
34028268,3770,5.660130718954248,0.0
7923808.0,3474.0,633.5323741007194,1.0
5430565.0,3503.0,744.889552238806,1.0
34886288.0,3499.0,477.0809248554913,1.0
34934576.0,3466.0,1545.2432432432436,1.0
7329,21098,17.65318566247874,0.0
71708308,7918353,0.9615384615384616,0.0
837590.0,3745.0,480.7434554973821,1.0
5430543.0,3472.0,1386.4166666666667,1.0
6627888,7324,3.1098901098901095,0.0
24591.0,77946.0,507.7883211678832,1.0
33536968.0,3745.0,547.4675324675325,1.0
26931092.0,3499.0,1604.603174603174,1.0
6628203.0,3741.0,1341.2694610778447,1.0
845899.0,10220.0,1866.8416666666667,1.0
6776950.0,3516.0,569.7908496732027,1.0
6627884.0,3511.0,464.65959498553525,1.0
872794,809027,0.540227261356814,0.0
21460,33534576,0.5943477370468974,0.0
790418.0,3746.0,549.1963190184049,1.0
6728.0,3553.0,513.7582781456954,1.0
34660.0,4430.0,606.9425287356322,1.0
3936,21324,2.0807505503336943,0.0
822964.0,21642.0,510.5954198473283,1.0
788781,66511136,1.0957446808510638,0.0
7686209.0,3745.0,1217.0639730639728,1.0
3770,11790,0.7940979208584843,0.0
6625884,21933,0.5835645328064374,0.0
819005,7032132,0.5875706214689266,0.0
5430543,4836,1.8928571428571428,0.0
5893,26931092,0.4170396896448821,0.0
834905.0,3557.0,794.6999999999998,1.0
4259,21133,3.2333607230895645,0.0
3812,851364,0.18151255719580117,0.0
3812,830494,0.9154882433728788,0.0
34885952.0,3745.0,501.32017543859644,1.0
16680208,6628269,0.3076923076923077,0.0
807025,33531052,11.546391752577318,0.0
7318,834605,3.7880041365046537,0.0
7639.0,3511.0,468.3563218390804,1.0
26931092.0,3986.0,925.2063492063489,1.0
10124,6795880,0.6349940171869901,0.0
845899.0,77946.0,446.75,1.0
4267,6628000,0.8693054518297239,0.0
11926.0,6625756.0,530.4972222222221,1.0
7895201.0,3498.0,929.616847826087,1.0
850317,865205,0.40248804867448934,0.0
3478,3526,4.086792488877827,0.0
5108,836157,0.2727272727272727,0.0
5503584,834826,0.42732049036777586,0.0
6627856,34081148,1.0137908567705507,0.0
34028268.0,21098.0,597.4117647058824,1.0
799925.0,3812.0,457.7393939393939,1.0
6728.0,3506.0,844.2284768211922,1.0
832203,8474704,0.31062670299727524,0.0
5426874.0,4002.0,492.2380952380952,1.0
6625751,7428784,0.4113475177304965,0.0
6625751,7329,5.041666666666666,0.0
3912,6628213,0.4888098136529637,0.0
9081178.0,10160.0,560.1515151515151,1.0
22017,869673,1.919630484988453,0.0
869673,11788,0.8793503480278423,0.0
21463,8338472,0.7384342243623239,0.0
6929626.0,21098.0,534.4181818181819,1.0
16680208.0,77946.0,742.5769230769231,1.0
6446.0,21463.0,1346.0566037735848,1.0
3515,833971,0.5244107111545303,0.0
3849,3747,7.226600985221676,0.0
834905.0,3519.0,700.7333333333333,1.0
6941.0,10124.0,614.7553956834533,1.0
3472,5423316,0.8869357636127416,0.0
34664.0,3502.0,664.7342657342657,1.0
9807685,33538304,0.1896551724137931,0.0
11789.0,10123.0,642.2464285714285,1.0
818305,6627907,2.358255451713395,0.0
34934576.0,3557.0,959.6837837837838,1.0
33540136.0,3557.0,570.7083333333333,1.0
7260,4259,0.5010789814415192,0.0
33531080.0,21463.0,984.1530612244896,1.0
3541,21933,1.898550724637681,0.0
7639.0,6625756.0,457.63793103448273,1.0
4860,802074,1.6657544956997654,0.0
799037,4035,2.496116559365174,0.0
7031959,6628000,0.8280254777070064,0.0
7334,863136,0.8164794007490636,0.0
874134,6952808,1.8577933450087567,0.0
33537772.0,3742.0,476.12349397590367,1.0
21644,3731,9.820600439345862,0.0
3472,10220,0.7672443994487516,0.0
890032,785786,0.4826677276570349,0.0
3506,5503971,2.946020937696854,0.0
21105,809296,2.1013569598325454,0.0
6628031.0,3526.0,448.2274881516587,1.0
6797713,33543028,1.0165289256198347,0.0
834605,4044,0.6647291941875826,0.0
34886288.0,10160.0,1054.7052023121387,1.0
33531232,7336,0.41958041958041975,0.0
6427,6929626,0.3263638330741786,0.0
3541.0,3745.0,470.24275362318843,1.0
33543132,811812,1.841483979763912,0.0
824974,5085,1.985294117647059,0.0
3955,3567,2.967765116517811,0.0
33543028.0,3519.0,547.5343511450382,1.0
6776950.0,3502.0,481.9084967320262,1.0
834474,77947,1.4930845931167578,0.0
868580.0,3506.0,822.1327800829876,1.0
6929625.0,3745.0,506.8,1.0
33534044.0,21100.0,523.2091254752852,1.0
7665,3969,2.445161290322581,0.0
6628203.0,10160.0,694.3203592814372,1.0
15299691.0,10124.0,619.644591611479,1.0
7689454.0,3746.0,495.71721311475414,1.0
7032096.0,3498.0,443.43297746144714,1.0
6627968,834474,5.8256936067551255,0.0
33531148,4150,3.704648526077097,0.0
21715,21606,0.532249210567807,0.0
34934576,6628178,1.5810810810810811,0.0
7030104.0,21100.0,677.8733766233767,1.0
6627819.0,10124.0,795.2631578947367,1.0
809027,6627813,0.9213139801375094,0.0
6627935.0,3745.0,670.1394422310757,1.0
4246,3731,2.4483488347789737,0.0
832880.0,3519.0,548.6020278833967,1.0
845899,6386,2.883333333333333,0.0
11926,840515,4.401851851851853,0.0
4044.0,10123.0,616.0534759358288,1.0
6628065,6627813,3.666666666666667,0.0
5893,3487,5.2946964421897285,0.0
874974.0,3474.0,618.9073634204275,1.0
830065,5428430,3.3790426966617133,0.0
837556.0,3474.0,1163.4049586776862,1.0
808454,110114,0.14146341463414638,0.0
